/dynamixel_param/header/stamp/secs,/dynamixel_param/header/stamp/nsecs,/dynamixel_param/header/frame_id,/dynamixel_param/header/seq,/dynamixel_param/interval,/dynamixel_param/trg_pos,/dynamixel_param/fps,/dynamixel_param/surface_pos,/fingervision/fv_filter1_objinfo/d_obj_area,/fingervision/fv_filter1_objinfo/d_obj_center_filtered,/fingervision/fv_filter1_objinfo/fv,/fingervision/fv_filter1_objinfo/obj_area,/fingervision/fv_filter1_objinfo/obj_s,/fingervision/fv_filter1_objinfo/d_obj_orientation_filtered,/fingervision/fv_filter1_objinfo/obj_center,/fingervision/fv_filter1_objinfo/obj_orientation,/fingervision/fv_filter1_objinfo/header/stamp/secs,/fingervision/fv_filter1_objinfo/header/stamp/nsecs,/fingervision/fv_filter1_objinfo/header/frame_id,/fingervision/fv_filter1_objinfo/header/seq,/fingervision/fv_filter1_objinfo/mv_s,/fingervision/fv_filter1_objinfo/obj_area_filtered,/fingervision/fv_filter1_objinfo/d_obj_orientation,/fingervision/fv_filter1_objinfo/d_obj_center,/fingervision/fv_filter1_objinfo/d_obj_area_filtered,/dynamixel_data/header/stamp/secs,/dynamixel_data/header/stamp/nsecs,/dynamixel_data/header/frame_id,/dynamixel_data/header/seq,/dynamixel_data/Vel,/dynamixel_data/Pwm,/dynamixel_data/Pos,/dynamixel_data/Cur
1610909200,563097000,,8400,16.0,"[2022, 180, 3890, 296]",40.355068071390775,0,0.09427806268162267,"[0.01453559352253476, -0.010141542441606512]",rh_l,0.024348958333333334,"[2.6878500648308545e-05, 0.00031518706236965954, 0.0, 2.346974542888347e-05, 0.0003473245888017118, 7.830926165297569e-07, 0.0, 0.0, 0.0]",-0.05595890665595277,"[-0.009835752482811294, -0.14097975553857905]",0.01888415653014744,1610909200,558061070,rh_l,180608,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.024971354166666664,-0.43845872870386643,"[-0.08664633332746081, -0.011291842639276543]",-0.016526390859862787,1610909200,561249017,,1705,"[0, 0, 0, 0]","[-46, 49, 40, -59]","[2023, 179, 3889, 296]","[-23, 19, 14, -28]"
1610909200,585890054,,8401,16.03,"[2022, 180, 3890, 296]",44.26145501361305,0,0.09427806268162267,"[0.01453559352253476, -0.010141542441606512]",rh_l,0.024348958333333334,"[2.6878500648308545e-05, 0.00031518706236965954, 0.0, 2.346974542888347e-05, 0.0003473245888017118, 7.830926165297569e-07, 0.0, 0.0, 0.0]",-0.05595890665595277,"[-0.009835752482811294, -0.14097975553857905]",0.01888415653014744,1610909200,558061070,rh_l,180608,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.024971354166666664,-0.43845872870386643,"[-0.08664633332746081, -0.011291842639276543]",-0.016526390859862787,1610909200,584316968,,1706,"[0, 0, 0, 0]","[-46, 46, 37, -59]","[2023, 179, 3889, 297]","[-22, 19, 14, -28]"
1610909200,609476089,,8402,16.060000000000002,"[2022, 180, 3890, 296]",43.217079503771174,0,0.0033978793405543936,"[-0.0025767895782390555, -0.011757843696137596]",rh_l,0.024231770833333333,"[2.333155134692788e-05, 0.000317712954711169, 0.0, 3.2360148907173425e-05, 0.0003403995942790061, 0.0, 0.0, 0.0, 0.0]",0.03049861952471859,"[-0.0073712289859522735, -0.14158094726337608]",0.011173522415862381,1610909200,592549493,rh_l,180609,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.024731770833333333,0.22357166386775543,"[-0.07145944298059151, 0.01743169656661393]",0.0005108519752375578,1610909200,607593059,,1707,"[0, 0, 0, 0]","[-46, 46, 37, -59]","[2023, 179, 3890, 296]","[-22, 19, 14, -28]"
1610909200,630884885,,8403,16.090000000000003,"[2022, 179, 3890, 297]",48.007874826879714,0,0.027405636421564263,"[-0.008708154451471073, 0.014051867284204978]",rh_l,0.023255208333333333,"[3.857882256852463e-05, 0.00030531396623700857, 7.830926165297569e-07, 1.7942033082363196e-05, 0.0003191716386936605, 2.349277792745852e-06, 0.0, 0.0, 0.0]",-0.04600049806350225,"[-0.01750719884818425, -0.1431131019036954]",0.02646516434361889,1610909200,628183130,rh_l,180610,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.024270833333333332,-0.4291350312559015,"[0.28444948974004464, 0.04299742516654433]",0.007275660508704614,1610909200,630250930,,1708,"[0, 0, 0, 0]","[-46, 46, 40, -59]","[2023, 180, 3890, 297]","[-23, 19, 14, -28]"
1610909200,655450105,,8404,16.120000000000005,"[2022, 179, 3890, 297]",41.663064208518755,0,0.027405636421564263,"[-0.008708154451471073, 0.014051867284204978]",rh_l,0.023255208333333333,"[3.857882256852463e-05, 0.00030531396623700857, 7.830926165297569e-07, 1.7942033082363196e-05, 0.0003191716386936605, 2.349277792745852e-06, 0.0, 0.0, 0.0]",-0.04600049806350225,"[-0.01750719884818425, -0.1431131019036954]",0.02646516434361889,1610909200,628183130,rh_l,180610,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.024270833333333332,-0.4291350312559015,"[0.28444948974004464, 0.04299742516654433]",0.007275660508704614,1610909200,651319026,,1709,"[0, 0, 0, 0]","[-46, 46, 40, -59]","[2023, 180, 3890, 297]","[-23, 19, 14, -28]"
1610909200,678879976,,8405,16.150000000000006,"[2022, 179, 3890, 297]",44.118988513485085,0,-0.010825814859391797,"[-0.04510742520489688, -0.004381502451664329]",rh_l,0.023658854166666667,"[1.6744361346354708e-05, 0.0002907883608713746, 0.0, 2.1558078515226953e-05, 0.00036928188637830317, 0.0, 0.0, 0.0, 0.0]",0.02099082932345691,"[-0.005611683308436203, -0.13859580155672618]",0.022457706456019348,1610909200,665468622,rh_l,180611,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.024614583333333336,0.10748035422462672,"[-0.3190387172508826, -0.12115437143672945]",-0.013831967832269651,1610909200,678047895,,1710,"[0, 0, 0, 0]","[-46, 42, 40, -55]","[2023, 179, 3890, 297]","[-23, 17, 14, -27]"
1610909200,701930999,,8406,16.180000000000007,"[2022, 179, 3890, 297]",44.23204851041392,0,0.06410441428469615,"[0.018840575885151523, 0.00984061593428522]",rh_l,0.021953125,"[1.4003537216922268e-05, 0.00029910297598689795, 0.0, 3.1254603527486324e-05, 0.0003030337975360453, 1.174638896372926e-06, 0.0, 0.0, 0.0]",0.13611588999879667,"[-0.013245636332824924, -0.1418213014743264]",-0.009928193009591428,1610909200,692077229,rh_l,180612,"[0.0, 0.0, 0.0, 0.0, 1.950053956534248e-05, 0.0, 0.0, 0.0, 0.0]",0.023489583333333335,1.2171211918613691,"[0.28689788324464793, 0.12122017201427383]",0.03567203557380914,1610909200,700297117,,1711,"[0, 0, 0, 0]","[-46, 42, 40, -55]","[2023, 180, 3890, 297]","[-23, 17, 14, -27]"
1610909200,728902101,,8407,16.210000000000008,"[2022, 179, 3890, 297]",37.77291066282421,0,0.143759406001388,"[0.03123549499050356, 0.024603218930727585]",rh_l,0.0175,"[1.7458356524002738e-05, 0.0002499677357263863, 0.0, 2.1926591216470115e-05, 0.00021931198716629297, 0.0, 0.0, 0.0, 0.0]",0.0933143516840321,"[-0.012481398809523776, -0.1437579719387755]",0.010282759502072619,1610909200,723053463,rh_l,180613,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.022119791666666666,-0.6524664202776893,"[-0.024671737800700633, 0.06252117234293529]",0.0455683042377622,1610909200,727530956,,1712,"[0, 0, 0, 0]","[-46, 46, 37, -55]","[2023, 180, 3889, 296]","[-23, 17, 14, -26]"
1610909200,755661964,,8408,16.24000000000001,"[2022, 178, 3890, 298]",38.189751247405034,0,0.143759406001388,"[0.03123549499050356, 0.024603218930727585]",rh_l,0.0175,"[1.7458356524002738e-05, 0.0002499677357263863, 0.0, 2.1926591216470115e-05, 0.00021931198716629297, 0.0, 0.0, 0.0, 0.0]",0.0933143516840321,"[-0.012481398809523776, -0.1437579719387755]",0.010282759502072619,1610909200,723053463,rh_l,180613,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.022119791666666666,-0.6524664202776893,"[-0.024671737800700633, 0.06252117234293529]",0.0455683042377622,1610909200,750375986,,1713,"[0, 0, 0, 0]","[-46, 42, 40, -55]","[2023, 180, 3890, 297]","[-22, 17, 14, -26]"
1610909200,777916908,,8409,16.27000000000001,"[2022, 178, 3890, 298]",46.2942351629673,0,-0.0964571710380078,"[0.051987537753082014, 0.029292407121757003]",rh_l,0.021197916666666667,"[3.708941221702844e-05, 0.0003103042545262724, 0.0, 9.512272299616598e-06, 0.00026409412384964526, 0.0, 0.0, 0.0, 0.0]",-0.20496409397339663,"[-0.01371972621972617, -0.14532511407511406]",0.058887697269341656,1610909200,761390858,rh_l,180614,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.021513020833333334,-1.2678205644193883,"[0.032300770832300776, 0.040877637521761004]",0.025597294162049766,1610909200,776312112,,1714,"[0, 0, 0, 0]","[-46, 46, 37, -52]","[2023, 180, 3889, 297]","[-22, 17, 14, -26]"
1610909200,800935029,,8410,16.30000000000001,"[2022, 178, 3890, 298]",44.3912155368577,0,-0.0964571710380078,"[0.051987537753082014, 0.029292407121757003]",rh_l,0.021197916666666667,"[3.708941221702844e-05, 0.0003103042545262724, 0.0, 9.512272299616598e-06, 0.00026409412384964526, 0.0, 0.0, 0.0, 0.0]",-0.20496409397339663,"[-0.01371972621972617, -0.14532511407511406]",0.058887697269341656,1610909200,761390858,rh_l,180614,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.021513020833333334,-1.2678205644193883,"[0.032300770832300776, 0.040877637521761004]",0.025597294162049766,1610909200,799305915,,1715,"[0, 0, 0, 0]","[-46, 42, 37, -52]","[2023, 179, 3890, 296]","[-22, 15, 14, -24]"
1610909200,826977968,,8411,16.330000000000013,"[2022, 178, 3890, 298]",39.18518656925578,0,0.05246493722129825,"[-0.044916566297920256, -0.004225076656654797]",rh_l,0.019153645833333333,"[4.168816303717904e-06, 0.00026385614182800055, 0.0, 1.1861548955494072e-05, 0.00027848154422827065, 0.0, 0.0, 0.0, 0.0]",0.21754729799792033,"[-0.00592405555016029, -0.14047052539574634]",-0.0067060217189486805,1610909200,800355373,rh_l,180615,"[0.0, 1.950053956534248e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.02069270833333333,1.6834219286006833,"[-0.20007103051496675, -0.12458999372551466]",0.03060915432199656,1610909200,825647115,,1716,"[0, 0, 0, 0]","[-46, 42, 37, -52]","[2023, 180, 3889, 297]","[-22, 15, 14, -24]"
1610909200,849916934,,8412,16.360000000000014,"[2022, 177, 3890, 299]",45.45685488241032,0,-0.1581302090188578,"[0.053560269514472826, 0.024406928869192886]",rh_l,0.024296875,"[2.4045548343565315e-05, 0.00031135606695897877, 0.0, 3.876308255712502e-05, 0.0003403995942790061, 0.0, 0.0, 0.0, 0.0]",0.15169195441202252,"[-0.011562165058949603, -0.14118626550298577]",0.0005079668917375305,1610909200,832880652,rh_l,180616,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0208203125,-0.22179636370486225,"[0.17334546181108282, 0.022005656192508976]",0.001148275490103362,1610909200,848431110,,1717,"[0, 0, 0, 0]","[-46, 38, 40, -52]","[2023, 180, 3889, 297]","[-23, 15, 14, -24]"
1610909200,872916936,,8413,16.390000000000015,"[2022, 177, 3890, 299]",44.41848200196978,0,0.10228025224288383,"[0.009657056324032192, -0.009141613256138496]",rh_l,0.021041666666666667,"[2.6671212253859267e-05, 0.00024787182337604463, 0.0, 2.1650206690537743e-05, 0.00032096815994009376, 0.0, 0.0, 0.0, 0.0]",-0.2829792167581333,"[-0.01370668316831681, -0.1397056223479491]",0.03094143746481278,1610909200,864707014,rh_l,180617,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.020638020833333333,-0.9562346639894101,"[0.06738181729244475, -0.046522538612383084]",0.008783443081740897,1610909200,871292114,,1718,"[0, 0, 0, 0]","[-46, 33, 37, -48]","[2023, 180, 3890, 297]","[-23, 14, 14, -24]"
1610909200,896894931,,8414,16.420000000000016,"[2022, 177, 3890, 299]",42.5584349696613,0,0.05165321857974203,"[-0.09132748819144836, -0.0029071055504025305]",rh_l,0.019778645833333334,"[1.4302955605671741e-05, 0.0002709730761125684, 0.0, 1.1078456736868247e-05, 0.00028476931038312614, 0.0, 0.0, 0.0, 0.0]",-0.16056148797408729,"[-0.0007570770243581088, -0.14199661431392835]",0.03192875198548324,1610909200,889158943,rh_l,180618,"[0.0, 0.0, 0.0, 0.0, 1.950053956534248e-05, 0.0, 0.0, 0.0, 0.0]",0.02109375,-0.04037777635745908,"[-0.5295944603781034, 0.09369371087161511]",-0.009637794402588298,1610909200,895711898,,1719,"[0, 0, 0, 0]","[-46, 38, 37, -48]","[2023, 179, 3890, 296]","[-23, 13, 14, -22]"
1610909200,921755075,,8415,16.450000000000017,"[2023, 177, 3889, 299]",40.538384961097954,0,0.05165321857974203,"[-0.09132748819144836, -0.0029071055504025305]",rh_l,0.019778645833333334,"[1.4302955605671741e-05, 0.0002709730761125684, 0.0, 1.1078456736868247e-05, 0.00028476931038312614, 0.0, 0.0, 0.0, 0.0]",-0.16056148797408729,"[-0.0007570770243581088, -0.14199661431392835]",0.03192875198548324,1610909200,889158943,rh_l,180618,"[0.0, 0.0, 0.0, 0.0, 1.950053956534248e-05, 0.0, 0.0, 0.0, 0.0]",0.02109375,-0.04037777635745908,"[-0.5295944603781034, 0.09369371087161511]",-0.009637794402588298,1610909200,918464899,,1720,"[0, 0, 0, 0]","[-46, 38, 40, -48]","[2023, 180, 3889, 297]","[-23, 13, 14, -22]"
