time,orientation of object,interval of finger
1608571386.345,-0.007467216858803746,19.6
1608571386.331,-0.0015028615707986497,19.6
1608571386.374,-0.008307076580436994,19.6
1608571386.405,0.0009083729368604433,19.6
1608571386.436,-0.0021170510063358806,19.6
1608571386.467,0.0010218861646656189,19.6
1608571386.496,-0.0026702230269776946,19.6
1608571386.537,-0.005948856991225381,19.6
1608571386.569,0.0029742988599180545,19.6
1608571386.603,-0.0036029405268305156,19.6
1608571386.637,-0.00239265969178015,19.6
1608571386.667,0.003746596657598918,19.6
1608571386.708,-0.005772013143191339,19.6
1608571386.735,0.0028517015537761377,19.6
1608571386.767,-0.013575516617700272,19.6
1608571386.808,0.0009260286709954821,19.6
1608571386.836,-0.014853581281262076,19.6
1608571386.876,-0.011174480983721813,19.6
1608571386.909,-0.005816569049406078,19.6
1608571386.937,-0.018870135514031147,19.6
1608571386.968,-0.01129913187370896,19.6
1608571387.001,-0.009949284335930387,19.6
1608571387.040,-0.011991946615623993,19.6
1608571387.072,-0.020129559494057696,19.6
1608571387.108,-0.02243758293162884,19.6
1608571387.145,-0.01660090182943817,19.6
1608571387.175,-0.01435137965788532,19.6
1608571387.210,-0.019579727653045997,19.6
1608571387.243,-0.023787824386423427,19.6
1608571387.276,-0.020617343167723574,19.6
1608571387.311,-0.01571329907380502,19.6
1608571387.344,-0.021481388053562707,19.6
1608571387.378,-0.016405061612743195,19.6
1608571387.427,-0.03436166738086087,19.6
1608571387.456,-0.04092446716779943,19.6
1608571387.481,-0.027899530117820308,19.6
1608571387.510,-0.03162158322899738,19.6
1608571387.545,-0.02856120644391698,19.6
1608571387.585,-0.02698616160657423,19.6
1608571387.609,-0.02741706347645862,19.6
1608571387.642,-0.029327957665600455,19.6
1608571387.677,-0.03954762791220567,19.6
1608571387.728,-0.04996309128812916,19.6
1608571387.745,-0.03255540955755261,19.6
1608571387.782,-0.042554706597614296,19.6
1608571387.809,-0.041335719611349804,19.6
1608571387.847,-0.02229214722266021,19.6
1608571387.878,-0.0379393901993151,19.6
1608571387.912,-0.02841951862283421,19.6
1608571387.945,-0.034899072913687254,19.6
1608571387.985,-0.0384029473868071,19.6
1608571388.012,-0.033690423352106265,19.6
1608571388.050,-0.02269671120206124,19.6
1608571388.084,-0.03132517889522952,19.6
1608571388.116,-0.037443158588081275,19.6
1608571388.145,-0.025000734751784694,19.6
1608571388.175,-0.035989951509002624,19.6
1608571388.214,-0.040911714034993295,19.6
1608571388.243,-0.03419343197944416,19.6
1608571388.282,-0.03174182109265936,19.6
1608571388.317,-0.037112691714779364,19.6
1608571388.349,-0.02047688480881519,19.6
1608571388.394,-0.034569852484385405,19.6
1608571388.417,-0.042990970750038604,19.6
1608571388.449,-0.033157148547835025,19.6
1608571388.482,-0.02962410809938983,19.6
1608571388.515,-0.02489094977357989,19.6
1608571388.543,-0.0346213678256944,19.6
1608571388.584,-0.030508418896983053,19.6
1608571388.608,-0.032471419039106206,19.6
1608571388.643,-0.03315181479964078,19.6
1608571388.672,-0.032796516643893756,19.6
1608571388.710,-0.035543320266566994,19.6
1608571388.751,-0.033367774824283214,19.6
1608571388.784,-0.03837733975812117,19.6
1608571388.820,-0.04525120927952294,19.6
1608571388.851,-0.03636465457150865,19.6
1608571388.883,-0.043430577847895224,19.6
1608571388.914,-0.045297162685031415,19.6
1608571388.938,-0.03040005416288559,19.6
1608571388.995,-0.03696153833966576,19.6
1608571389.019,-0.04039311345302024,19.6
1608571389.052,-0.02745893782461673,19.6
1608571389.090,-0.03270965602558796,19.6
1608571389.122,-0.031259661769523564,19.6
1608571389.151,-0.04246788085872844,19.6
1608571389.183,-0.03028022390908614,19.6
1608571389.211,-0.0367988971053244,19.6
1608571389.261,-0.032079541738589054,19.6
