time,orientation of object,interval of finger
1608571709.966,-0.011150134365603444,21.6
1608571709.994,-0.012201523531484293,21.6
1608571710.018,-0.01841027738257051,21.6
1608571710.053,-0.010094628242689587,21.6
1608571710.083,-0.032060689565338134,21.6
1608571710.116,-0.013793082919925287,21.6
1608571710.152,-0.032403847644152675,21.6
1608571710.183,-0.05075833941640718,21.6
1608571710.216,-0.06896559257677994,21.6
1608571710.248,-0.1077201083368603,21.6
1608571710.281,-0.12311288945163607,21.6
1608571710.316,-0.15791064298482002,21.6
1608571710.350,-0.18807005113732217,21.6
1608571710.383,-0.21341161611718767,21.6
1608571710.417,-0.24908345757380887,21.6
1608571710.460,-0.2952323458453827,21.6
1608571710.479,-0.3451310377970936,21.6
1608571710.523,-0.4039729372477957,21.6
1608571710.546,-0.4833443613114317,21.6
1608571710.590,-0.5381379793030091,21.6
1608571710.630,-0.6003703256324718,21.6
1608571710.657,-0.6497663980203982,21.6
1608571710.690,-0.7047940986975001,21.6
1608571710.715,-0.727680673090508,21.6
1608571710.748,-0.7308800727209638,21.6
1608571710.793,-0.7216294138618647,21.6
1608571710.820,-0.7312069463250945,21.6
1608571710.849,-0.7319205493750833,21.6
1608571710.887,-0.7419801478206515,21.6
1608571710.917,-0.7441842642534371,21.6
1608571710.951,-0.7434728236375081,21.6
1608571710.987,-0.7423286649758336,21.6
1608571711.024,-0.737735339147582,21.6
1608571711.059,-0.743995400977558,21.6
1608571711.087,-0.744339783185216,21.6
1608571711.119,-0.7472405442756078,21.6
1608571711.155,-0.7635529860611394,21.6
1608571711.191,-0.7574470656893983,21.6
1608571711.224,-0.7697838245219402,21.6
1608571711.259,-0.7724005705856224,21.6
1608571711.291,-0.7798429757073918,21.6
1608571711.321,-0.7747803776699225,21.6
1608571711.352,-0.7848959582851397,21.6
1608571711.394,-0.7871760385437554,21.6
1608571711.424,-0.7908833828321103,21.6
1608571711.455,-0.7990802386715532,21.6
1608571711.490,-0.8185554148403869,21.6
1608571711.545,-0.8288667136795339,21.6
1608571711.561,-0.8276721071457257,21.6
1608571711.613,-0.8279827985490569,21.6
1608571711.628,-0.8347710015662957,21.6
1608571711.661,-0.8291177726801281,21.6
1608571711.693,-0.8371519336486647,21.6
1608571711.725,-0.8338333001682809,21.6
1608571711.752,-0.8438107885933637,21.6
1608571711.786,-0.846242158788813,21.6
1608571711.820,-0.8472861761708951,21.6
1608571711.860,-0.8577439859748722,21.6
1608571711.889,-0.849608073024934,21.6
1608571711.926,-0.8563467282558375,21.6
1608571711.959,-0.861828781518814,21.6
1608571711.992,-0.8588453879460018,21.6
1608571712.026,-0.8588120199178836,21.6
1608571712.062,-0.8549067939524029,21.6
1608571712.093,-0.848041136444092,21.6
1608571712.126,-0.861526394982068,21.6
1608571712.165,-0.8593981285357766,21.6
1608571712.197,-0.8710933431405804,21.6
1608571712.231,-0.8658732917658339,21.6
1608571712.257,-0.8682650905912574,21.6
1608571712.289,-0.8674865425712103,21.6
1608571712.327,-0.8624809931985513,21.6
1608571712.364,-0.8693437125073956,21.6
1608571712.397,-0.8766754975098324,21.6
1608571712.430,-0.8798461822983448,21.6
1608571712.462,-0.8774411928125558,21.6
1608571712.499,-0.8900029679449682,21.6
1608571712.530,-0.8874017166532192,21.6
1608571712.565,-0.8944596636409128,21.6
1608571712.599,-0.899715724800603,21.6
1608571712.626,-0.8970256326510968,21.6
1608571712.667,-0.8991004268849665,21.6
1608571712.694,-0.892623651455388,21.6
1608571712.729,-0.8961308686705584,21.6
1608571712.766,-0.9158316285392418,21.6
1608571712.793,-0.9206129126160338,21.6
1608571712.828,-0.944186744065707,21.6
1608571712.867,-0.9656963320320203,21.6
1608571712.897,-0.9739313472606548,21.6
1608571712.937,-0.9910856573665436,21.6
1608571712.967,-0.987076972542346,21.6
1608571713.000,-1.0090046967224127,21.6
1608571713.034,-0.9969418714981493,21.6
1608571713.060,-1.0119229962503937,21.6
