time,orientation of object,interval of finger
1608571206.208,0.03098464821731261,19.1
1608571206.237,0.04603551082978717,19.1
1608571206.264,0.01814728095862523,19.1
1608571206.280,0.04795306765731969,19.1
1608571206.319,0.03508371978674963,19.1
1608571206.348,0.021548067058989002,19.1
1608571206.377,0.021173160313969784,19.1
1608571206.414,0.037677874899734815,19.1
1608571206.450,0.03425401391426199,19.1
1608571206.484,0.02945078660026179,19.1
1608571206.514,0.038333951646820075,19.1
1608571206.547,0.03596485582329795,19.1
1608571206.582,0.01600838982086577,19.1
1608571206.610,0.03413358536896144,19.1
1608571206.643,0.030561928556479795,19.1
1608571206.683,0.02105388375948905,19.1
1608571206.716,0.03427854512702147,19.1
1608571206.749,0.038099037608928514,19.1
1608571206.780,0.030994117989204824,19.1
1608571206.815,0.03221509647612675,19.1
1608571206.856,0.03003637828248192,19.1
1608571206.883,0.03882734993614439,19.1
1608571206.914,0.026243639902454204,19.1
1608571206.952,0.03647958976657808,19.1
1608571206.985,0.02570534921568382,19.1
1608571207.035,0.038427430807232904,19.1
1608571207.066,0.03821800433934711,19.1
1608571207.083,0.03315525860675927,19.1
1608571207.118,0.036111327957723226,19.1
1608571207.147,0.04304935865286482,19.1
1608571207.186,0.03743877480778648,19.1
1608571207.215,0.02601177162090501,19.1
1608571207.248,0.02464911412831331,19.1
1608571207.286,0.04194191597662371,19.1
1608571207.319,0.01895188700586203,19.1
1608571207.350,0.03411620643871878,19.1
1608571207.386,0.027769187023636704,19.1
1608571207.419,0.026638251565486024,19.1
1608571207.474,0.020613324274025922,19.1
1608571207.491,0.020565705353120495,19.1
1608571207.522,0.02909213047711947,19.1
1608571207.558,0.01857903595764352,19.1
1608571207.600,0.018822121120014895,19.1
1608571207.621,0.014761889278415388,19.1
1608571207.655,0.0030675036542134448,19.1
1608571207.690,0.021801505068981642,19.1
1608571207.720,0.03484356584122846,19.1
1608571207.754,0.03278781146301391,19.1
1608571207.788,0.02659209697823106,19.1
1608571207.821,0.01818564603689807,19.1
1608571207.851,0.0017914918801750326,19.1
1608571207.885,-0.0011064083734769583,19.1
1608571207.920,0.01871656217999266,19.1
1608571207.952,0.01824260710833138,19.1
1608571207.990,0.026603806163226,19.1
1608571208.019,0.03308139236072489,19.1
1608571208.049,0.016017441407914498,19.1
1608571208.102,0.0060155554257488265,19.1
1608571208.125,0.014510098584510096,19.1
