time,orientation of object,interval of finger
1608571360.153,-0.008032391887472151,19.5
1608571360.184,-0.009160764126532975,19.5
1608571360.217,-0.012143760614062412,19.5
1608571360.237,-0.00931322026347247,19.5
1608571360.271,-0.008850692500629009,19.5
1608571360.305,-0.013928028420954402,19.5
1608571360.335,-0.0007733819625272958,19.5
1608571360.371,-0.01156378930041009,19.5
1608571360.417,-0.017684395544969048,19.5
1608571360.438,-0.012066404778526501,19.5
1608571360.469,-0.0122391958680272,19.5
1608571360.505,-0.015624393256123189,19.5
1608571360.538,-0.01754236517470949,19.5
1608571360.583,-0.01988560253895475,19.5
1608571360.621,-0.013739449190430483,19.5
1608571360.649,-0.011081962415286715,19.5
1608571360.682,-0.009728428024880291,19.5
1608571360.717,-0.01072980123634033,19.5
1608571360.746,-0.015174912634312138,19.5
1608571360.780,-0.0168356832183694,19.5
1608571360.813,-0.017645702440289374,19.5
1608571360.842,-0.007234582863860659,19.5
1608571360.869,-0.025259877843277347,19.5
1608571360.915,-0.015376913615837035,19.5
1608571360.949,-0.01857851211069509,19.5
1608571360.983,-0.025105457513246478,19.5
1608571361.016,-0.01752833642248569,19.5
1608571361.037,-0.011666345577039145,19.5
1608571361.082,-0.024034513739878093,19.5
1608571361.104,-0.01239862295397439,19.5
1608571361.137,-0.008736496610394039,19.5
1608571361.169,-0.028160096052925503,19.5
1608571361.202,-0.01693728549964473,19.5
1608571361.236,-0.0042667206324584345,19.5
1608571361.271,-0.019363340867194823,19.5
1608571361.305,-0.023126864306958865,19.5
1608571361.336,-0.00369875625358405,19.5
1608571361.369,-0.024225932771139675,19.5
1608571361.403,-0.011749251018329512,19.5
1608571361.436,-0.014434725480716571,19.5
1608571361.470,-0.013735962272663318,19.5
1608571361.505,-0.014654055512344749,19.5
1608571361.541,-0.030321455326067396,19.5
1608571361.570,-0.003652393641983844,19.5
1608571361.601,-0.019417100594071535,19.5
1608571361.635,-0.012159823397252505,19.5
1608571361.670,-0.016880772962901084,19.5
1608571361.704,-0.020327214259162472,19.5
1608571361.736,-0.03145685425626495,19.5
1608571361.769,-0.02055123645738262,19.5
1608571361.802,-0.021661804709879315,19.5
1608571361.840,-0.015715858817160522,19.5
1608571361.873,-0.032989293264203544,19.5
1608571361.905,-0.01948874203937908,19.5
1608571361.938,-0.013316633231184878,19.5
1608571361.970,-0.015414240343234185,19.5
1608571362.008,-0.030624454480887336,19.5
1608571362.041,-0.016748073568625153,19.5
1608571362.086,-0.011961991462045586,19.5
1608571362.103,-0.014247539436092964,19.5
1608571362.138,-0.019114394558654733,19.5
1608571362.170,-0.015912887182410112,19.5
1608571362.205,-0.02005072940922572,19.5
1608571362.250,-0.022133905802028977,19.5
1608571362.269,-0.02326890774811909,19.5
1608571362.305,-0.036299159995779706,19.5
1608571362.340,-0.029470688130813216,19.5
1608571362.374,-0.03148405707513259,19.5
1608571362.411,-0.015606439697874327,19.5
1608571362.443,-0.0322587943233181,19.5
1608571362.478,-0.0411181606013702,19.5
1608571362.507,-0.03282346842742132,19.5
1608571362.537,-0.029904154969834368,19.5
1608571362.573,-0.03145351533138323,19.5
1608571362.610,-0.04275803664912243,19.5
1608571362.636,-0.0320839751459189,19.5
1608571362.677,-0.03671432951513302,19.5
1608571362.708,-0.0322241716354125,19.5
1608571362.741,-0.033031973482086,19.5
1608571362.774,-0.046115909284052396,19.5
1608571362.801,-0.03661914796201226,19.5
1608571362.841,-0.048561254073734794,19.5
1608571362.875,-0.05407108551300709,19.5
1608571362.905,-0.04004887606689938,19.5
1608571362.951,-0.04934009220658245,19.5
1608571362.979,-0.04926832949918433,19.5
1608571363.006,-0.05766749185161657,19.5
1608571363.041,-0.05194591150638777,19.5
1608571363.073,-0.05490404117837588,19.5
1608571363.128,-0.05474202579714527,19.5
1608571363.141,-0.06128979836706517,19.5
1608571363.171,-0.06515504737049525,19.5
1608571363.212,-0.06001082506179228,19.5
1608571363.237,-0.06263031763608921,19.5
1608571363.279,-0.07627969330090856,19.5
1608571363.328,-0.07243531600277986,19.5
1608571363.345,-0.08388372669307388,19.5
1608571363.379,-0.0893510161217186,19.5
1608571363.408,-0.09199084801345313,19.5
1608571363.449,-0.0998680214908224,19.5
1608571363.479,-0.11213449919288707,19.5
1608571363.516,-0.10616872248937866,19.5
1608571363.543,-0.11175760719174653,19.5
1608571363.574,-0.1165851128453437,19.5
1608571363.615,-0.15309170157867438,19.5
1608571363.665,-0.1538853295964422,19.5
1608571363.681,-0.18317846230208737,19.5
1608571363.714,-0.21519095725134693,19.5
1608571363.747,-0.23267507608811294,19.5
1608571363.778,-0.26544973488704915,19.5
1608571363.815,-0.27779532631158627,19.5
1608571363.844,-0.2518592806484502,19.5
1608571363.876,-0.2670121444433063,19.5
1608571363.909,-0.26250801491077813,19.5
1608571363.946,-0.2723659081341554,19.5
1608571363.981,-0.25834820487760485,19.5
1608571364.013,-0.2632016943986514,19.5
1608571364.050,-0.26084065386358524,19.5
1608571364.081,-0.2839845205176834,19.5
1608571364.112,-0.28451194558012777,19.5
1608571364.146,-0.2782766911236015,19.5
1608571364.178,-0.27305264528307616,19.5
1608571364.210,-0.2712179867759719,19.5
1608571364.247,-0.28594323678912104,19.5
1608571364.278,-0.2881820806354659,19.5
1608571364.313,-0.28993484123210933,19.5
1608571364.348,-0.29157915430765136,19.5
1608571364.383,-0.290013126203533,19.5
1608571364.428,-0.300929363118426,19.5
1608571364.447,-0.29991264650376503,19.5
1608571364.482,-0.30830043943100327,19.5
1608571364.519,-0.31181972455231427,19.5
1608571364.550,-0.2975527664223405,19.5
1608571364.578,-0.2916373742884561,19.5
1608571364.627,-0.3038231627162024,19.5
1608571364.646,-0.30167368903950137,19.5
1608571364.690,-0.3121372552700066,19.5
1608571364.716,-0.3140377417797235,19.5
1608571364.754,-0.3083067270487924,19.5
1608571364.806,-0.3329286209779862,19.5
1608571364.820,-0.3277090404147248,19.5
1608571364.846,-0.3351730317415842,19.5
1608571364.898,-0.32444539672551115,19.5
1608571364.925,-0.3482107019001397,19.5
1608571364.954,-0.34608369303953707,19.5
1608571364.985,-0.34941630067317836,19.5
1608571365.019,-0.34874958546041296,19.5
1608571365.055,-0.363382511469602,19.5
1608571365.089,-0.36091528356100067,19.5
1608571365.117,-0.366025145308683,19.5
1608571365.141,-0.36474832517744193,19.5
1608571365.182,-0.37756919305465825,19.5
1608571365.224,-0.3690697039059264,19.5
1608571365.252,-0.39454745339740616,19.5
1608571365.280,-0.3842269317302926,19.5
1608571365.326,-0.41467244690245647,19.5
1608571365.344,-0.38718918414427683,19.5
1608571365.390,-0.4045041728481563,19.5
1608571365.431,-0.3941739070880779,19.5
1608571365.469,-0.39921785674234356,19.5
1608571365.490,-0.42553389589417256,19.5
1608571365.520,-0.4203883013517894,19.5
1608571365.559,-0.4232318887350947,19.5
1608571365.590,-0.44453072124690385,19.5
1608571365.619,-0.4474214968404766,19.5
1608571365.658,-0.43603343891903423,19.5
1608571365.691,-0.44200928159062225,19.5
1608571365.717,-0.4364637291389255,19.5
1608571365.759,-0.45024451516930236,19.5
1608571365.787,-0.4503686635552394,19.5
1608571365.820,-0.46077231420509607,19.5
1608571365.869,-0.4538424807312183,19.5
1608571365.888,-0.4544158915098807,19.5
1608571365.926,-0.4709627849175498,19.5
1608571365.957,-0.4434797407853037,19.5
1608571365.987,-0.46313547421148366,19.5
1608571366.024,-0.46151116136236914,19.5
1608571366.061,-0.4577242317061681,19.5
1608571366.092,-0.46465646831608776,19.5
1608571366.129,-0.4710639410321802,19.5
1608571366.156,-0.4759686001602357,19.5
1608571366.215,-0.4631714589281709,19.5
1608571366.239,-0.46766581097231275,19.5
1608571366.258,-0.46825131714644336,19.5
1608571366.304,-0.4681422087395578,19.5
1608571366.330,-0.47722059148507345,19.5
1608571366.363,-0.47905766358513185,19.5
1608571366.397,-0.48276712428181406,19.5
1608571366.426,-0.4761589882315204,19.5
1608571366.460,-0.4715430892417001,19.5
1608571366.490,-0.4838717439319502,19.5
1608571366.530,-0.48198576909505686,19.5
1608571366.561,-0.47343548101449295,19.5
1608571366.591,-0.47819018535930075,19.5
1608571366.632,-0.49066312607331525,19.5
1608571366.658,-0.4700440640841875,19.5
1608571366.688,-0.48444194807243485,19.5
1608571366.746,-0.4933900371949863,19.5
1608571366.762,-0.48773827133636344,19.5
1608571366.796,-0.49328403895530837,19.5
1608571366.829,-0.49434028764114474,19.5
1608571366.863,-0.4904041198363815,19.5
1608571366.900,-0.49560626760946636,19.5
1608571366.932,-0.4969981816466283,19.5
1608571366.966,-0.4986181789672862,19.5
1608571366.999,-0.49674637083379863,19.5
1608571367.046,-0.49120274456053964,19.5
1608571367.065,-0.4918215208731844,19.5
1608571367.099,-0.49497834425955206,19.5
1608571367.130,-0.5001465653382928,19.5
1608571367.167,-0.49447112743842603,19.5
1608571367.202,-0.500031300649368,19.5
1608571367.231,-0.4909934906883631,19.5
1608571367.265,-0.505585965113787,19.5
1608571367.297,-0.5015785814108827,19.5
1608571367.331,-0.501687702102556,19.5
1608571367.366,-0.49502125528737,19.5
1608571367.403,-0.5037646701775919,19.5
1608571367.432,-0.5126671243853985,19.5
1608571367.463,-0.5020309144444848,19.5
1608571367.498,-0.5105245329622363,19.5
1608571367.525,-0.49735216964259693,19.5
1608571367.567,-0.5125611493594445,19.5
1608571367.593,-0.523816739983482,19.5
1608571367.630,-0.49741255026583536,19.5
1608571367.668,-0.5179165930747637,19.5
1608571367.701,-0.5242926661122583,19.5
1608571367.737,-0.5148603056955157,19.5
1608571367.763,-0.5284165662168403,19.5
1608571367.807,-0.5083626369613541,19.5
1608571367.837,-0.5135409895509966,19.5
1608571367.872,-0.5227246435643675,19.5
1608571367.905,-0.5157929176590396,19.5
1608571367.938,-0.5207642861097218,19.5
1608571367.974,-0.5264367545651909,19.5
1608571368.004,-0.5218825795975255,19.5
1608571368.040,-0.5283402868118944,19.5
1608571368.078,-0.529223473758064,19.5
1608571368.106,-0.5280638253240176,19.5
1608571368.156,-0.5201699010281156,19.5
1608571368.173,-0.5308200776647731,19.5
1608571368.207,-0.5274693897956891,19.5
1608571368.242,-0.5235857862692207,19.5
1608571368.271,-0.5222226300882923,19.5
1608571368.309,-0.526946134106683,19.5
1608571368.354,-0.5322523966902376,19.5
1608571368.373,-0.5252539078473132,19.5
1608571368.408,-0.5260540794810625,19.5
1608571368.439,-0.5118908229564325,19.5
1608571368.470,-0.5281039701413088,19.5
1608571368.506,-0.5281293726965062,19.5
1608571368.540,-0.5309805624956304,19.5
1608571368.578,-0.5191895494558659,19.5
1608571368.606,-0.5304352801397958,19.5
1608571368.643,-0.5271973751652348,19.5
1608571368.676,-0.5412869794239789,19.5
1608571368.708,-0.5292399749214437,19.5
1608571368.737,-0.5341762208236591,19.5
1608571368.778,-0.5297553866851327,19.5
1608571368.826,-0.5325708073202204,19.5
1608571368.839,-0.5350081411500062,19.5
1608571368.880,-0.5394864254889442,19.5
1608571368.913,-0.5387444603130354,19.5
1608571368.939,-0.5355025076438522,19.5
1608571368.975,-0.53529009826416,19.5
1608571369.009,-0.5390204627948564,19.5
1608571369.039,-0.5413683599212893,19.5
1608571369.073,-0.5330233423483732,19.5
1608571369.105,-0.5348665511814122,19.5
1608571369.139,-0.5356105638639395,19.5
1608571369.173,-0.5406214978320667,19.5
1608571369.215,-0.5385368582638903,19.5
1608571369.248,-0.5432021201755379,19.5
1608571369.276,-0.5467556886355103,19.5
1608571369.309,-0.55292585301293,19.5
1608571369.343,-0.5429802649897373,19.5
1608571369.379,-0.5416877523737914,19.5
1608571369.411,-0.5542630432314202,19.5
1608571369.441,-0.5489991865488589,19.5
1608571369.481,-0.5514297588209207,19.5
1608571369.510,-0.5547374937029577,19.5
1608571369.544,-0.5535109509717071,19.5
1608571369.580,-0.5432792133025961,19.5
1608571369.623,-0.5424867593860518,19.5
1608571369.646,-0.5357097762002546,19.5
1608571369.680,-0.5384105828947524,19.5
1608571369.717,-0.5483220347507898,19.5
1608571369.745,-0.5532622669907258,19.5
1608571369.778,-0.5508178099173258,19.5
1608571369.812,-0.545229738507454,19.5
1608571369.867,-0.5448266934540611,19.5
1608571369.884,-0.5496226566267205,19.5
1608571369.913,-0.5455710411219281,19.5
1608571369.944,-0.5535425669353469,19.5
1608571369.977,-0.5379559527371881,19.5
1608571370.018,-0.5490114585178206,19.5
1608571370.046,-0.5559964941329401,19.5
1608571370.084,-0.5432980691177817,19.5
1608571370.111,-0.5439300310905425,19.5
1608571370.144,-0.556735769989734,19.5
1608571370.177,-0.5447531770323184,19.5
1608571370.212,-0.5475762920742764,19.5
1608571370.251,-0.5631242661841682,19.5
1608571370.275,-0.5499752802849138,19.5
1608571370.313,-0.5518030916825388,19.5
1608571370.349,-0.5414931056472461,19.5
1608571370.377,-0.5359589060257174,19.5
1608571370.412,-0.5446763962939445,19.5
1608571370.452,-0.5507200867315848,19.5
1608571370.483,-0.5485045410305007,19.5
1608571370.519,-0.547235076155922,19.5
1608571370.554,-0.5474856845233089,19.5
1608571370.581,-0.5370174835474708,19.5
1608571370.615,-0.5363800369779526,19.5
1608571370.649,-0.5495384030236103,19.5
1608571370.678,-0.5455973425014078,19.5
1608571370.715,-0.5565309303219182,19.5
1608571370.749,-0.545050637872144,19.5
1608571370.784,-0.5483538637025394,19.5
1608571370.818,-0.5566284406789138,19.5
1608571370.847,-0.5507388460649688,19.5
1608571370.889,-0.5476292047740438,19.5
1608571370.919,-0.5535319039536647,19.5
1608571370.951,-0.5457676064344075,19.5
1608571370.985,-0.5554540353046736,19.5
1608571371.018,-0.5536450730431224,19.5
1608571371.052,-0.5549555358855052,19.5
1608571371.088,-0.5587531923019085,19.5
1608571371.118,-0.5483484732774343,19.5
1608571371.152,-0.5522380863249645,19.5
1608571371.183,-0.549951253662645,19.5
1608571371.231,-0.5520016546913338,19.5
1608571371.249,-0.5504530519261102,19.5
1608571371.283,-0.5475533612490388,19.5
1608571371.324,-0.5474403099949514,19.5
1608571371.354,-0.5500578285723642,19.5
1608571371.383,-0.5586543532096724,19.5
1608571371.422,-0.5462850982198695,19.5
1608571371.458,-0.5553945477708839,19.5
1608571371.490,-0.548139610473251,19.5
1608571371.520,-0.5518863671148261,19.5
1608571371.554,-0.5520188028674916,19.5
1608571371.587,-0.5517589157560389,19.5
1608571371.619,-0.5564842641200218,19.5
1608571371.650,-0.5487120192093239,19.5
1608571371.690,-0.5534505278527523,19.5
1608571371.720,-0.5562675044554681,19.5
1608571371.756,-0.5495667695609344,19.5
1608571371.790,-0.5533544674310171,19.5
1608571371.822,-0.5568406236879748,19.5
1608571371.857,-0.5546101446767565,19.5
1608571371.887,-0.5425631775175729,19.5
1608571371.923,-0.5513549618911159,19.5
1608571371.960,-0.5593644731707759,19.5
1608571371.985,-0.556379451466427,19.5
1608571372.029,-0.5520857812811971,19.5
1608571372.062,-0.5434491957723899,19.5
1608571372.096,-0.5583283347222708,19.5
1608571372.126,-0.5484823563395991,19.5
1608571372.160,-0.5526214931710829,19.5
1608571372.196,-0.5465051952812539,19.5
1608571372.226,-0.561559278704381,19.5
1608571372.260,-0.5588945368139119,19.5
1608571372.296,-0.5527135062194751,19.5
1608571372.329,-0.5562629710012137,19.5
1608571372.350,-0.5560159367092528,19.5
1608571372.391,-0.5586482175345151,19.5
1608571372.425,-0.5482798576208402,19.5
1608571372.460,-0.5601471000948843,19.5
1608571372.490,-0.556100619983654,19.5
1608571372.523,-0.5529785081954999,19.5
1608571372.560,-0.5595210630414824,19.5
1608571372.596,-0.5487495082461279,19.5
1608571372.627,-0.5568104057069144,19.5
1608571372.663,-0.5447283542168705,19.5
1608571372.696,-0.5549775928534983,19.5
1608571372.732,-0.5400331501153405,19.5
1608571372.764,-0.5529803695897568,19.5
1608571372.796,-0.5475933768860466,19.5
1608571372.838,-0.5583756312656204,19.5
1608571372.864,-0.5540430266626583,19.5
1608571372.897,-0.553123322882156,19.5
