time,vel_0,vel_1,vel_2,vel_3,MvS_l[00],MvS_l[10],MvS_l[20],MvS_l[01],MvS_l[11],MvS_l[21],MvS_l[02],MvS_l[12],MvS_l[22],MvS_r[00],MvS_r[10],MvS_r[20],MvS_r[01],MvS_r[11],MvS_r[21],MvS_r[02],MvS_r[12],MvS_r[22]
1604457045.727,-6,0,6,0,0.0,0.01497641485184431,0.0,0.11981131881475449,0.0,0.0,0.05990565940737724,0.0,0.0,0.46426886320114136,0.0,0.0,0.6889150738716125,0.01497641485184431,0.01497641485184431,0.01497641485184431,0.08985848724842072,0.0
1604457045.844,-6,0,6,0,0.0,0.01497641485184431,0.0,0.26957547664642334,0.0,0.01497641485184431,0.02995282970368862,0.0,0.01497641485184431,3.0701651573181152,0.01497641485184431,0.02995282970368862,3.804009437561035,0.17971697449684143,0.22464622557163239,0.5691037774085999,1.0483490228652954,1.0333726406097412
1604457045.896,-5,0,6,0,0.01497641485184431,0.02995282970368862,0.0,0.37441039085388184,0.0,0.0,0.02995282970368862,0.0,0.0,2.7406840324401855,0.04492924362421036,0.3444575369358063,2.4860849380493164,2.3812499046325684,1.153183937072754,0.4343160390853882,3.4595518112182617,1.407783031463623
1604457045.941,-5,0,6,0,0.08985848724842072,0.01497641485184431,0.01497641485184431,1.6773585081100464,0.02995282970368862,0.01497641485184431,0.6439858675003052,0.07488207519054413,0.08985848724842072,0.02995282970368862,0.01497641485184431,0.0,0.08985848724842072,0.07488207519054413,0.02995282970368862,0.01497641485184431,0.0,0.0
1604457045.989,-4,0,5,0,0.0,0.01497641485184431,0.0,0.02995282970368862,0.0,0.0,0.05990565940737724,0.01497641485184431,0.0,1.153183937072754,0.01497641485184431,0.0,0.44929245114326477,0.26957547664642334,0.02995282970368862,0.05990565940737724,0.05990565940737724,0.02995282970368862
1604457046.035,-4,0,5,0,0.0,0.0,0.0,0.17971697449684143,0.0,0.0,0.02995282970368862,0.0,0.0,1.2130895853042603,0.01497641485184431,0.0,0.47924527525901794,0.01497641485184431,0.04492924362421036,0.0,0.01497641485184431,0.0
1604457046.082,-6,0,5,0,0.0,0.0,0.02995282970368862,0.0,0.0,0.0,0.01497641485184431,0.01497641485184431,0.0,0.5691037774085999,0.01497641485184431,0.0,0.22464622557163239,0.0,0.0,0.0,0.0,0.0
1604457046.174,-6,0,5,0,0.01497641485184431,0.01497641485184431,0.01497641485184431,0.7488207817077637,0.0,0.0,0.2096698135137558,0.0,0.01497641485184431,0.04492924362421036,0.04492924362421036,0.0,0.0,0.0,0.01497641485184431,0.0,0.0,0.01497641485184431
1604457046.219,-6,0,5,0,0.1048349067568779,0.5691037774085999,0.02995282970368862,1.4976415634155273,0.02995282970368862,0.01497641485184431,0.6889150738716125,0.04492924362421036,0.0,0.23962263762950897,0.01497641485184431,0.0,0.3145047128200531,0.07488207519054413,0.0,0.0,0.01497641485184431,0.01497641485184431
1604457046.271,-6,0,5,0,0.01497641485184431,0.0,0.02995282970368862,1.2879717350006104,0.0,0.0,0.6889150738716125,0.0,0.01497641485184431,0.7038915157318115,0.0,0.0,0.7338443398475647,0.04492924362421036,0.01497641485184431,0.02995282970368862,0.0,0.0
