time,vel_0,vel_1,vel_2,vel_3,MvS_l[00],MvS_l[10],MvS_l[20],MvS_l[01],MvS_l[11],MvS_l[21],MvS_l[02],MvS_l[12],MvS_l[22],MvS_r[00],MvS_r[10],MvS_r[20],MvS_r[01],MvS_r[11],MvS_r[21],MvS_r[02],MvS_r[12],MvS_r[22]
1605586066.873,0,0,0,0,0.01497641485184431,0.0,0.01497641485184431,0.02995282970368862,0.01497641485184431,0.0,0.0,0.0,0.02995282970368862,0.02995282970368862,0.0,0.0,0.0,0.01497641485184431,0.0,0.0,0.01497641485184431,0.0
1605586066.920,0,0,0,0,0.0,0.01497641485184431,0.0,0.02995282970368862,0.0,0.0,0.2995283007621765,0.0,0.0,0.01497641485184431,0.02995282970368862,0.02995282970368862,0.0,0.0,0.01497641485184431,0.0,0.0,0.01497641485184431
1605586066.966,0,0,0,0,0.0,0.02995282970368862,0.0,0.3444575369358063,0.0,0.0,1.3329010009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01497641485184431,0.0,0.02995282970368862,0.0
1605586067.098,0,0,0,0,0.5091981291770935,0.05990565940737724,0.0,1.572523593902588,0.01497641485184431,0.02995282970368862,0.9435141682624817,0.04492924362421036,0.02995282970368862,0.05990565940737724,0.01497641485184431,0.01497641485184431,0.0,0.0,0.01497641485184431,0.0,0.0,0.0
1605586067.192,0,0,0,0,0.01497641485184431,0.01497641485184431,0.0,0.11981131881475449,0.02995282970368862,0.0,0.16474056243896484,0.0,0.01497641485184431,0.05990565940737724,0.0,0.01497641485184431,0.1048349067568779,0.04492924362421036,0.01497641485184431,0.0,0.07488207519054413,0.02995282970368862
1605586067.242,0,0,0,0,0.01497641485184431,0.01497641485184431,0.02995282970368862,0.0,0.01497641485184431,0.0,0.02995282970368862,0.14976415038108826,0.0,0.01497641485184431,0.0,0.01497641485184431,0.01497641485184431,0.0,0.01497641485184431,0.0,0.0,0.01497641485184431
1605586067.374,0,0,0,0,0.0,0.0,0.02995282970368862,0.0,0.0,0.07488207519054413,0.04492924362421036,0.17971697449684143,0.0,0.02995282970368862,0.01497641485184431,0.0,0.0,0.05990565940737724,0.0,0.0,0.0,0.0
1605586067.466,0,0,0,0,0.0,0.01497641485184431,0.01497641485184431,0.0,0.0,0.0,0.02995282970368862,0.2096698135137558,0.0,0.01497641485184431,0.0,0.0,0.04492924362421036,0.0,0.02995282970368862,0.0,0.04492924362421036,0.0
1605586067.559,0,0,0,0,0.0,0.0,0.02995282970368862,0.0,0.01497641485184431,0.01497641485184431,0.01497641485184431,0.0,0.0,0.25459906458854675,0.05990565940737724,0.26957547664642334,0.9734669923782349,0.17971697449684143,0.0,0.0,0.01497641485184431,0.01497641485184431
1605586067.648,0,0,0,0,0.01497641485184431,0.02995282970368862,0.13478773832321167,0.01497641485184431,0.0,0.0,0.01497641485184431,0.0,0.0,0.3294811248779297,0.05990565940737724,0.02995282970368862,0.0,0.01497641485184431,0.02995282970368862,0.05990565940737724,0.02995282970368862,0.02995282970368862
1605586067.741,0,0,0,0,0.0,0.0,0.0,0.13478773832321167,0.04492924362421036,0.0,1.6324292421340942,0.04492924362421036,0.0,0.01497641485184431,0.07488207519054413,0.5541273355484009,0.01497641485184431,0.02995282970368862,0.01497641485184431,0.01497641485184431,0.01497641485184431,0.11981131881475449
1605586067.791,0,0,0,0,0.16474056243896484,0.16474056243896484,0.6739386916160583,0.47924527525901794,0.0,0.07488207519054413,2.246462345123291,0.1048349067568779,0.2096698135137558,0.5091981291770935,0.44929245114326477,0.9435141682624817,0.5691037774085999,0.08985848724842072,0.01497641485184431,0.4343160390853882,0.05990565940737724,0.5541273355484009
1605586067.886,0,0,0,0,0.05990565940737724,0.1048349067568779,0.44929245114326477,0.04492924362421036,0.01497641485184431,0.0,1.2130895853042603,0.08985848724842072,0.02995282970368862,0.26957547664642334,0.04492924362421036,0.7338443398475647,0.26957547664642334,0.04492924362421036,0.04492924362421036,0.02995282970368862,0.01497641485184431,0.23962263762950897
1605586067.931,0,0,0,0,0.0,0.01497641485184431,0.08985848724842072,0.02995282970368862,0.01497641485184431,0.01497641485184431,0.35943394899368286,0.0,0.05990565940737724,0.23962263762950897,0.25459906458854675,0.01497641485184431,0.01497641485184431,0.01497641485184431,0.01497641485184431,0.2995283007621765,0.02995282970368862,0.05990565940737724
1605586067.975,0,0,0,0,1.0783019065856934,2.0517687797546387,0.16474056243896484,1.3478773832321167,0.0,0.01497641485184431,1.4227594137191772,0.3893868029117584,0.0,0.08985848724842072,0.4193396270275116,1.797169804573059,0.404363214969635,0.1048349067568779,0.02995282970368862,0.584080159664154,0.17971697449684143,0.793749988079071
1605586068.065,0,0,0,0,0.6889150738716125,0.5391509532928467,0.599056601524353,0.5391509532928467,0.04492924362421036,0.01497641485184431,1.0333726406097412,0.3294811248779297,0.02995282970368862,0.7338443398475647,0.0,0.37441039085388184,0.02995282970368862,0.02995282970368862,0.01497641485184431,0.1048349067568779,0.05990565940737724,0.26957547664642334
1605586068.159,0,0,0,0,0.2995283007621765,0.01497641485184431,0.02995282970368862,0.22464622557163239,0.0,0.01497641485184431,0.6290094256401062,0.05990565940737724,0.02995282970368862,0.01497641485184431,0.0,0.9135613441467285,0.0,0.01497641485184431,0.0,0.0,0.01497641485184431,0.01497641485184431
1605586068.204,0,0,0,0,2.665802001953125,0.05990565940737724,0.26957547664642334,3.130070686340332,0.2096698135137558,0.01497641485184431,1.7073112726211548,0.3444575369358063,0.01497641485184431,0.8536556363105774,0.04492924362421036,0.14976415038108826,1.228066086769104,0.1946934014558792,0.01497641485184431,0.02995282970368862,0.01497641485184431,0.0
1605586068.298,0,0,0,0,2.8604953289031982,0.07488207519054413,0.25459906458854675,2.35129714012146,0.01497641485184431,0.1048349067568779,1.407783031463623,0.1048349067568779,0.01497641485184431,0.16474056243896484,0.08985848724842072,1.6773585081100464,0.0,0.02995282970368862,0.02995282970368862,0.04492924362421036,0.1048349067568779,0.1946934014558792
