time,orientation of object,interval of finger
1610878867.109,70802,1,0.7819718474990657,30.0
1610878867.136,70803,2,0.8277961976985712,30.0
1610878867.136,70803,3,0.8277961976985712,30.0
1610878867.136,70803,4,0.8277961976985712,30.0
1610878867.200,70804,5,-1.17052065841113,30.0
1610878867.200,70804,6,-1.17052065841113,30.0
1610878867.239,70805,7,-1.3593769034857326,30.0
1610878867.263,70806,8,-1.3676328880469901,30.0
1610878867.302,70807,9,-1.320119200521873,30.0
1610878867.329,70808,10,-1.4403216689035152,30.0
1610878867.355,70809,11,-1.5441011776642048,30.0
1610878867.355,70809,12,-1.5441011776642048,30.0
1610878867.355,70809,13,-1.5441011776642048,30.0
1610878867.407,70810,14,-1.4620843639425343,30.0
1610878867.429,70811,15,-1.4474422712740247,30.0
1610878867.450,70812,16,-1.421625994149203,30.0
1610878867.477,70813,17,-1.494108480817009,30.0
1610878867.514,70814,18,-1.5185489262219758,30.0
1610878867.551,70815,19,-1.4833091862207015,30.0
1610878867.551,70815,20,-1.4833091862207015,30.0
1610878867.551,70815,21,-1.4833091862207015,30.0
1610878867.622,70817,22,-1.495506825850233,30.0
1610878867.622,70817,23,-1.495506825850233,30.0
1610878867.651,70818,24,-1.537680541149062,30.0
1610878867.682,70819,25,-1.493143178108459,30.0
1610878867.682,70819,26,-1.493143178108459,30.0
1610878867.721,70820,27,-1.534517661781096,30.0
1610878867.750,70821,28,-1.4654155584597195,30.0
1610878867.780,70822,29,-1.4887076359110871,30.0
1610878867.780,70822,30,-1.4887076359110871,30.0
1610878867.841,70823,31,-1.5088118544373814,30.0
1610878867.864,70824,32,-1.5105316117907357,30.0
1610878867.884,70825,33,-1.5211427321333413,30.0
1610878867.884,70825,34,-1.5211427321333413,30.0
1610878867.951,70827,35,-1.5419418186452893,30.0
1610878867.951,70827,36,-1.5419418186452893,30.0
1610878867.991,70828,37,-1.553544038352028,30.0
1610878867.991,70828,38,-1.553544038352028,30.0
1610878868.061,70830,39,-1.4570875021997731,30.0
1610878868.087,70831,40,-1.480724393666082,30.0
1610878868.087,70831,41,-1.480724393666082,30.0
1610878868.119,70832,42,-1.489829557104774,30.0
1610878868.149,70833,43,-1.5188437742398249,30.0
1610878868.149,70833,44,-1.5188437742398249,30.0
1610878868.191,70834,45,-1.4709477544599194,30.0
1610878868.220,70835,46,-1.5034584024758773,30.0
1610878868.253,70836,47,-1.5150402070525317,30.0
1610878868.281,70837,48,-1.4886402991332592,30.0
1610878868.281,70837,49,-1.4886402991332592,30.0
1610878868.335,70838,50,-1.5054308808094616,30.0
1610878868.352,70839,51,-1.5291122722126453,30.0
1610878868.384,70840,52,-1.4724268680262662,30.0
1610878868.384,70840,53,-1.4724268680262662,30.0
1610878868.427,70841,54,-1.486549992339296,30.0
1610878868.457,70842,55,-1.4843163581088386,30.0
1610878868.457,70842,56,-1.4843163581088386,30.0
1610878868.485,70843,57,-1.4681402610066274,30.0
1610878868.521,70844,58,-1.5221466774020738,30.0
1610878868.521,70844,59,-1.5221466774020738,30.0
1610878868.585,70846,60,-1.4635091719331363,30.0
1610878868.585,70846,61,-1.4635091719331363,30.0
1610878868.616,70847,62,-1.528254633193359,30.0
1610878868.668,70848,63,-1.5020004617593437,30.0
1610878868.688,70849,64,-1.5039637472386191,30.0
1610878868.715,70850,65,-1.545018790808904,30.0
1610878868.715,70850,66,-1.545018790808904,30.0
1610878868.715,70850,67,-1.545018790808904,30.0
1610878868.784,70852,68,-1.5007695656948221,30.0
1610878868.784,70852,69,-1.5007695656948221,30.0
1610878868.819,70853,70,-1.514422559841649,30.0
1610878868.861,70854,71,-1.500414605481218,30.0
