time,orientation of object,interval of finger
1608558478.800,-0.01822711329598914,21.0
1608558478.884,-0.04323173144369115,21.0
1608558478.954,0.04542803222376471,21.0
1608558478.996,-0.03920772894313275,21.0
1608558479.030,-0.060297036877734564,21.0
1608558479.055,0.005441299314076793,21.0
1608558479.078,0.03968521914823225,21.0
1608558479.113,0.015432466936371111,21.0
1608558479.185,0.05969336939884481,21.0
1608558479.255,-0.029533305543733325,21.0
1608558479.315,0.028323952417639447,21.0
1608558479.381,0.020151894848550955,21.0
1608558479.410,-0.07384791337020352,21.0
1608558479.467,-0.034058309861764995,21.0
1608558479.520,-0.024393721816806296,21.0
1608558479.539,0.026042014632077514,21.0
1608558479.592,0.013905405388842672,21.0
1608558479.619,0.043520974669589214,21.0
1608558479.658,0.015669940725825317,21.0
1608558479.706,0.05740333579431757,21.0
1608558479.750,0.029445128876072688,21.0
1608558479.795,0.035555958258377984,21.0
1608558479.826,0.0035983689015031983,21.0
1608558479.850,0.01544148927317399,21.0
1608558479.900,0.023373858470474462,21.0
1608558479.946,-0.018858601824363167,21.0
1608558479.993,0.11676073349006669,21.0
1608558480.037,-0.008941677498104705,21.0
1608558480.075,-0.052509461360599585,21.0
1608558480.097,0.01815512510828162,21.0
1608558480.137,-0.044674026278815955,21.0
1608558480.191,0.008745179305754316,21.0
1608558480.243,-0.04995631373660798,21.0
1608558480.267,-0.0004504975227936475,21.0
1608558480.295,0.003671952698218342,21.0
1608558480.318,-0.011978044877525025,21.0
1608558480.348,-0.00498204113017035,21.0
1608558480.417,0.042053100029182514,21.0
1608558480.454,-0.04947281749532953,21.0
1608558480.471,-0.031718040645217035,21.0
1608558480.504,-0.046826028695803504,21.0
1608558480.560,0.008649369357513337,21.0
1608558480.597,-0.005873446677050371,21.0
1608558480.642,-0.02579152178040533,21.0
1608558480.697,0.039356781968443215,21.0
1608558480.721,-0.07110361713091584,21.0
1608558480.769,-0.008223099479292116,21.0
1608558480.816,-0.0395524173064069,21.0
1608558480.867,0.017140413070641413,21.0
1608558480.926,0.027399292623433973,21.0
1608558480.954,-0.0044877504435081594,21.0
1608558480.996,0.00021984757485058384,21.0
1608558481.015,-0.005375703961719959,21.0
1608558481.063,0.02209401640809663,21.0
1608558481.094,-0.003617284398151651,21.0
1608558481.142,-0.003152017451079152,21.0
1608558481.176,-0.0023782119378718374,21.0
1608558481.214,-0.0321855954606915,21.0
1608558481.248,-0.021617767104611208,21.0
1608558481.266,-0.07871274195343649,21.0
1608558481.306,-0.02316611142110296,21.0
1608558481.363,0.008525368258750499,21.0
1608558481.417,-0.049735360360811255,21.0
1608558481.467,-0.008829386660427298,21.0
1608558481.511,-0.03123238021115381,21.0
1608558481.531,-0.06529458850451765,21.0
