time,orientation of object,interval of finger
1608558799.280,-0.05569577245395943,23.6
1608558799.319,-0.03515872702435706,23.6
1608558799.370,-0.052026389640790406,23.6
1608558799.423,-0.05707337434479216,23.6
1608558799.470,-0.006942902254217944,23.6
1608558799.498,-0.04188596967995106,23.6
1608558799.563,-0.012348860452575413,23.6
1608558799.584,-0.008292916318828114,23.6
1608558799.604,-0.006162240385874115,23.6
1608558799.696,0.0012146181158990729,23.6
1608558799.748,0.012862875211072777,23.6
1608558799.807,-0.018696536634472006,23.6
1608558799.830,-0.000933051460281144,23.6
1608558799.854,0.0035378377525699376,23.6
1608558799.928,0.005970808255942985,23.6
1608558799.986,-0.024343252021609686,23.6
1608558800.037,-0.026897993163890837,23.6
1608558800.073,-0.026272853294379454,23.6
1608558800.116,-0.002673544238024828,23.6
1608558800.152,0.007935045112861883,23.6
1608558800.181,0.05289658986128927,23.6
1608558800.227,-0.018406692290882765,23.6
1608558800.270,-0.0175714220160951,23.6
1608558800.295,0.010351194814318966,23.6
1608558800.346,-0.0399737050540518,23.6
1608558800.411,0.027077096759203334,23.6
1608558800.456,-0.0057053329834648725,23.6
1608558800.500,0.02141655681369035,23.6
1608558800.553,-0.06256739769973814,23.6
1608558800.571,-0.06560095961765312,23.6
1608558800.636,0.002215723323616167,23.6
1608558800.664,-0.020797826205629137,23.6
1608558800.692,-0.012099956550524597,23.6
1608558800.721,-0.00033207619858446685,23.6
1608558800.747,-0.03852042526244495,23.6
1608558800.801,-0.046618963030706034,23.6
1608558800.836,-0.07892685900732806,23.6
1608558800.858,-0.05801615954073005,23.6
1608558800.878,-0.0021902808105320297,23.6
1608558800.914,-0.0513881385357196,23.6
1608558800.944,-0.007879993143443587,23.6
1608558800.999,-0.004474609953981271,23.6
1608558801.035,-0.04227086442745527,23.6
1608558801.059,-0.03850544222931824,23.6
1608558801.079,-0.014381312285907768,23.6
1608558801.114,-0.03003068753374441,23.6
1608558801.195,-0.02197253896236556,23.6
1608558801.227,-0.01271514289665277,23.6
1608558801.260,-0.0037786492144114728,23.6
1608558801.298,-0.05736355610284013,23.6
1608558801.345,-0.07553796776310165,23.6
1608558801.365,-0.0031286654838514802,23.6
1608558801.388,-0.012611686536893135,23.6
1608558801.423,-0.0038215795644258688,23.6
