time,orientation of object,interval of finger
1608559221.819,0.009567260224834714,24.2
1608559221.896,0.04491620387089476,24.2
1608559221.959,0.06224813487814369,24.2
1608559221.980,0.06507676516335194,24.2
1608559222.005,0.000645991112859098,24.2
1608559222.051,0.02080783719763166,24.2
1608559222.069,0.005143992763470101,24.2
1608559222.124,0.060070464485137684,24.2
1608559222.170,0.08023969913460186,24.2
1608559222.225,0.008990972190540833,24.2
1608559222.289,-0.02776762858889242,24.2
1608559222.327,0.029333372293344092,24.2
1608559222.387,-0.03779841642612645,24.2
1608559222.439,-0.13557252397393596,24.2
1608559222.475,-0.10894145399163356,24.2
1608559222.495,-0.10492086291038909,24.2
1608559222.543,-0.10458376227461524,24.2
1608559222.574,-0.15461015502199335,24.2
1608559222.600,-0.15137911639077303,24.2
1608559222.627,-0.20382468433817438,24.2
1608559222.660,-0.19335257746774387,24.2
1608559222.721,-0.1647358655438218,24.2
1608559222.775,-0.2647312922334123,24.2
1608559222.808,-0.2880475592393368,24.2
1608559222.852,-0.3324354213265118,24.2
1608559222.891,-0.35036976841170553,24.2
1608559222.926,-0.36686368705862765,24.2
1608559222.986,-0.4834414953455547,24.2
1608559223.015,-0.3733988744918759,24.2
1608559223.056,-0.4009746872594504,24.2
1608559223.088,-0.44538413288719714,24.2
1608559223.119,-0.4274080740180858,24.2
1608559223.172,-0.3909998372827507,24.2
1608559223.199,-0.3948793963012392,24.2
1608559223.216,-0.38154847471092734,24.2
1608559223.263,-0.41134385166730464,24.2
1608559223.316,-0.40051224843809363,24.2
1608559223.367,-0.41776673841077777,24.2
1608559223.398,-0.4753086280582079,24.2
1608559223.427,-0.47742819945515785,24.2
1608559223.462,-0.39835382401001185,24.2
1608559223.487,-0.43707403492723695,24.2
1608559223.548,-0.37974304388870783,24.2
1608559223.567,-0.41476449506816976,24.2
1608559223.593,-0.4137661602420863,24.2
1608559223.623,-0.42276720932995276,24.2
1608559223.672,-0.4317622529838316,24.2
1608559223.695,-0.3908026950942718,24.2
1608559223.748,-0.38552177996292447,24.2
1608559223.791,-0.41313113367492493,24.2
1608559223.810,-0.43781408795974536,24.2
